X,Y,id,@id,addr:city,addr:street,denotation,genus,leaf_cycle,leaf_type,natural,species,species:es,@timestamp,@version,@changeset,@user,@uid,name,tourism,species:mp,wikidata,wikipedia,description,addr:housenumber,ele,species:wikidata,species:wikipedia,website,species:ma,crown_type,circumference,diameter_crown,height,height_trunk,addr:city_2,species:en,addr:city_1,species:es1
-73.2512299,-39.8080204,node/1531626349,node/1531626349,Valdivia,Avenida Rector Eduardo Morales Miranda,avenue,Populus,deciduous,broadleaved,tree,Pupulus nigra,Álamo,2018/05/02 00:37:56+00,9,58599179,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.3060908,-39.697609,node/3426987679,node/3426987679,,,,,,,tree,,,2015/03/30 17:19:07+00,1,29856097,joost schouppe,67832,Abuelo Tineo,attraction,,,,,,,,,,,,,,,,,,,
-73.2506443,-39.8106972,node/3641457093,node/3641457093,Valdivia,Gabriela Mistral,urban,Jubaea,evergreen,broadleaved,tree,Jubaea chilensis,Palma Chilena,2018/12/06 11:10:15+00,9,65235061,Awo,196556,,,Cancán,,,,,,,,,,,,,,,,,,
-73.2468834,-39.8123196,node/4286211006,node/4286211006,Valdivia,,park,Maytenus,evergreen,broadleaved,tree,Maytenus boaria,Maitén,2019/04/17 19:22:49+00,5,69321603,Awo,196556,,,,Q1152753,es:Maytenus boaria,,,,,,,,,,,,,,,,
-73.2460581,-39.8125521,node/4286211011,node/4286211011,Valdivia,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2467984,-39.8121508,node/4286211014,node/4286211014,Valdivia,,park,,,,tree,,,2019/04/17 19:22:49+00,3,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2460168,-39.8119859,node/4286211017,node/4286211017,,,,,,,tree,,,2018/12/06 11:10:15+00,3,65235061,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2469859,-39.8125623,node/4286211020,node/4286211020,Valdivia,,,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2460976,-39.8119703,node/4286211024,node/4286211024,,,,,,,tree,,,2018/12/06 11:10:15+00,3,65235061,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2463105,-39.8128,node/4286211025,node/4286211025,Valdivia,,park,,,,tree,,,2019/04/17 19:22:50+00,4,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2476739,-39.8119962,node/4286211027,node/4286211027,,,,,,,tree,,,2018/12/11 17:57:01+00,2,65384562,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2466613,-39.8124943,node/4286211031,node/4286211031,,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2461788,-39.8122162,node/4286211032,node/4286211032,,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2460939,-39.81265,node/4286211039,node/4286211039,Valdivia,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2468764,-39.812586,node/4286211041,node/4286211041,Valdivia,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2475993,-39.8118819,node/4286211042,node/4286211042,Valdivia,Avenida Arturo Prat,park,,,broadleaved,tree,,,2018/05/05 00:30:49+00,3,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.247171,-39.8124449,node/4286211044,node/4286211044,,Valdivia,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2466238,-39.8122266,node/4286211059,node/4286211059,Valdivia,,park,,,,tree,,,2019/04/17 19:22:49+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2474737,-39.812275,node/4286211061,node/4286211061,,,,,,,tree,,,2018/05/05 00:30:50+00,2,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2459374,-39.812309,node/4286211062,node/4286211062,,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2459777,-39.8123851,node/4286211063,node/4286211063,,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2462459,-39.812346,node/4286211064,node/4286211064,,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2475296,-39.8124152,node/4286211069,node/4286211069,,,,,,,tree,,,2018/05/05 00:30:50+00,2,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2470838,-39.8125263,node/4286211071,node/4286211071,Valdivia,,,,,,tree,,,2019/04/17 19:22:50+00,3,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2468545,-39.8124676,node/4286211073,node/4286211073,Valdivia,,park,,,,tree,,,2019/04/17 19:22:50+00,2,69321603,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2310024,-39.8174018,node/4328646315,node/4328646315,Valdivia,Avenida Arturo Prat,avenue,Maytenus,evergreen,broadleaved,tree,Maytenus boaria,Maitén,2019/09/30 05:02:19+00,3,75078263,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2320358,-39.8183805,node/4328696429,node/4328696429,,,avenue,,evergreen,broadleaved,tree,,,2018/12/13 13:04:54+00,2,65441404,Awo,196556,Phoenix sp.,,,,,,,,,,,,,,,,,,,,
-73.2474813,-39.8167805,node/4343832422,node/4343832422,,,garden,Jubaea,evergreen,broadleaved,tree,Jubaea chilensis,Palma chilena,2018/08/10 06:39:23+00,5,61522884,Awo,196556,,,Lilla,,,https://es.wikipedia.org/wiki/Jubaea_chilensis,,,,,,,,,,,,,,,
-73.2449815,-39.8149265,node/4343833450,node/4343833450,Valdivia,Paseo Peatonal Camilo Henríquez,urban,Liriodendron,deciduous,broadleaved,tree,Liriodendron tulipifera,Cara de Gato,2018/04/27 22:06:38+00,3,58490857,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.22999,-39.820653,node/4352118704,node/4352118704,Valdivia,Avenida Ramón Picarte,urban,,evergreen,broadleaved,tree,,,2018/08/10 06:25:56+00,2,61522584,Awo,196556,Jubaea chilensis,,,,,,1447,,,,,,,,,,,,,,
-73.229538,-39.8206047,node/4352120611,node/4352120611,Valdivia,Avenida Ramón Picarte,urban,Araucaria,evergreen,needleleaved,tree,Araucaria araucana,,2018/08/10 06:25:57+00,2,61522584,Awo,196556,Araucaria araucana,,Pehuén,,,,,,,,,,,,,,,,,,
-73.2330538,-39.8404621,node/4353359400,node/4353359400,Valdivia,Avenida Pedro Montt,avenue,Nothofagus,evergreen,broadleaved,tree,,,2019/05/26 03:53:14+00,2,70623223,Awo,196556,,,,,,,,14-15,,,,,,,,,,,,,
-73.2400602,-39.8364707,node/4353366054,node/4353366054,Valdivia,Irlanda,urban,Pseudotsuga,evergreen,needleleaved,tree,Pseudotsuga menziesii,Pino Oregón,2018/06/13 20:57:19+00,3,59823758,Awo,196556,Pseudotsuga menziesii,,,,,,,,Q156687,es:Pseudotsuga menziesii,,,,,,,,,,,
-73.2324386,-39.8422102,node/4388011402,node/4388011402,Valdivia,Avenida Pedro Montt,urban,Nothofagus,evergreen,broadleaved,tree,Nothofagus dombeyi,Coihue,2018/05/07 00:10:24+00,4,58742894,Awo,196556,,,Koywe,,,,,,Q1107183,es:Nothofagus dombeyi,,,,,,,,,,,
-73.2475254,-39.8211732,node/4390148971,node/4390148971,Valdivia,General Yañez,park,,evergreen,broadleaved,tree,,,2019/09/05 14:16:21+00,2,74137450,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2492745,-39.8101282,node/4390369268,node/4390369268,,,garden,Cedrus,evergreen,needleleaved,tree,Cedrus libani,Cedro del Líbano,2018/12/06 16:35:22+00,2,65244410,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2383563,-39.8424747,node/4484724308,node/4484724308,,,,,,,tree,,,2018/04/12 19:33:21+00,2,58045699,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2322214,-39.8423711,node/4484732344,node/4484732344,Valdivia,Guallipen,park,Acacia,evergreen,broadleaved,tree,Acacia melanoxylon,Acacia Negra,2019/09/25 19:52:29+00,2,74926514,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.122444,-39.7921928,node/4513004784,node/4513004784,,,,,,,tree,,,2016/11/21 02:45:11+00,1,43836315,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.1227249,-39.7921338,node/4513006031,node/4513006031,,,,,,,tree,,,2016/11/21 02:44:57+00,1,43836313,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.1222664,-39.792167,node/4513006637,node/4513006637,,,,,,,tree,,,2016/11/21 02:45:48+00,2,43836325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.1218295,-39.7921227,node/4513007284,node/4513007284,,,,,,,tree,,,2016/11/21 02:46:06+00,1,43836329,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.1219543,-39.7920453,node/4513007285,node/4513007285,,,,,,,tree,,,2016/11/21 02:46:06+00,1,43836329,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.252819,-39.8123463,node/4514666608,node/4514666608,Valdivia,Avenida Los Laureles,urban,Castanea,deciduous,broadleaved,tree,Castanea sativa,Castaño,2018/12/15 15:21:12+00,9,65502368,gonzalo muñoz lillo,882871,,,,,,,,,,,,,,,,,,,,,
-73.2312036,-39.8439967,node/4549676399,node/4549676399,Valdivia,Quelantaro,park,Acacia,evergreen,broadleaved,tree,Acacia melanoxylon,Acacia Negra,2018/06/24 04:23:18+00,2,60112325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2378653,-39.8150728,node/4574019742,node/4574019742,,,,,,,tree,,,2016/12/26 21:46:04+00,1,44692141,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2351096,-39.8152078,node/4574019759,node/4574019759,,,garden,,,,tree,,,2019/03/23 18:10:13+00,2,68451443,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2349748,-39.8149737,node/4574019760,node/4574019760,,,garden,,,,tree,,,2019/03/23 18:10:13+00,3,68451443,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.235205,-39.815374,node/4574019761,node/4574019761,,,garden,,,,tree,,,2019/03/23 18:10:13+00,3,68451443,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2362632,-39.8133272,node/4574054565,node/4574054565,Valdivia,Avenida Arturo Prat,avenue,Salix,deciduous,broadleaved,tree,Salix babylonica,Sauce llorón,2019/09/30 05:02:19+00,4,75078263,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2342821,-39.8148604,node/4574060208,node/4574060208,Valdivia,Avenida Arturo Prat,avenue,Salix,,broadleaved,tree,Salix babylonica,Sauce llorón,2019/09/30 05:02:19+00,3,75078263,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2501585,-39.8109789,node/4576077201,node/4576077201,Valdivia,Avenida Los Robles,garden,Phoenix,evergreen,broadleaved,tree,Phoenix canariensis,Palmera Canaria,2018/06/19 21:55:01+00,3,59991959,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2356076,-39.8240754,node/4576407344,node/4576407344,,,natural_monument,,evergreen,needleleaved,tree,,,2018/04/01 18:35:33+00,2,57719659,Awo,196556,Araucaria araucana,,,,,,,,,,,,,,,,,,,,
-73.2326346,-39.8425356,node/4577944869,node/4577944869,,,,,,,tree,,,2016/12/28 18:20:45+00,1,44737946,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.232633,-39.8424669,node/4577944870,node/4577944870,,,,,,,tree,,,2016/12/28 18:20:45+00,1,44737946,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2326981,-39.8418705,node/4577944871,node/4577944871,,,,,,,tree,,,2016/12/28 18:20:45+00,1,44737946,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2328108,-39.8414078,node/4577944872,node/4577944872,,,,,,,tree,,,2019/10/15 13:36:59+00,2,75724144,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2327917,-39.8414954,node/4577944873,node/4577944873,,,,,,,tree,,,2019/10/15 13:36:59+00,2,75724144,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2327274,-39.8417467,node/4577944874,node/4577944874,,,,,,,tree,,,2016/12/28 18:20:45+00,1,44737946,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2333071,-39.8394249,node/4577948258,node/4577948258,,,,,,,tree,,,2016/12/28 18:25:08+00,1,44738041,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2326313,-39.8422206,node/4577948259,node/4577948259,,,,,,,tree,,,2016/12/28 18:25:08+00,1,44738041,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2326411,-39.8421481,node/4577948260,node/4577948260,,,,,,,tree,,,2016/12/28 18:25:08+00,1,44738041,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2326492,-39.8420518,node/4577948261,node/4577948261,,,,,,,tree,,,2016/12/28 18:25:08+00,1,44738041,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2326671,-39.841978,node/4577948262,node/4577948262,,,,,,,tree,,,2016/12/28 18:25:08+00,1,44738041,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2429063,-39.8439247,node/4578024893,node/4578024893,,,,,,,tree,,,2018/04/12 15:04:33+00,2,58038533,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2428528,-39.8437643,node/4578024894,node/4578024894,,,,,,,tree,,,2018/04/12 15:04:33+00,2,58038533,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2427708,-39.8436578,node/4578024895,node/4578024895,,,,,,,tree,,,2018/04/12 15:04:33+00,2,58038533,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2426596,-39.8437316,node/4578024896,node/4578024896,,,,,,,tree,,,2018/04/12 15:04:33+00,2,58038533,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2430444,-39.8441436,node/4578025280,node/4578025280,,,,,,,tree,,,2016/12/28 19:31:35+00,1,44739632,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2409792,-39.8302476,node/4578573568,node/4578573568,Valdivia,Avenida Francia,avenue,,,,tree,,,2019/08/05 21:52:19+00,3,73041409,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.232584,-39.8429478,node/4580665981,node/4580665981,,,,,,,tree,,,2016/12/30 06:41:01+00,1,44776386,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2325474,-39.8431416,node/4580665982,node/4580665982,,,,,,,tree,,,2017/12/25 17:12:24+00,2,54911782,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2323048,-39.8435755,node/4580665983,node/4580665983,,,,,,,tree,,,2016/12/30 06:41:01+00,1,44776386,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.232349,-39.8433833,node/4580665984,node/4580665984,,,,,,,tree,,,2016/12/30 06:41:01+00,1,44776386,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2323207,-39.8435409,node/4580665985,node/4580665985,,,,,,,tree,,,2016/12/30 06:41:01+00,1,44776386,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2323889,-39.8438177,node/4580665986,node/4580665986,,,,,,,tree,,,2018/06/24 04:23:18+00,2,60112325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2404122,-39.8129756,node/4585485733,node/4585485733,,,,,,,tree,,,2018/07/03 04:51:59+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2405522,-39.8129503,node/4585485734,node/4585485734,,,,,,,tree,,,2018/07/03 04:52:00+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2406204,-39.8129316,node/4585485735,node/4585485735,,,,,,,tree,,,2018/07/03 04:52:00+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2409017,-39.8129164,node/4585485736,node/4585485736,,,,,,,tree,,,2018/07/03 04:51:59+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2409373,-39.8128504,node/4585485737,node/4585485737,,,,,,,tree,,,2018/07/03 04:51:59+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2413088,-39.8127947,node/4585485738,node/4585485738,,,,,,,tree,,,2018/07/03 04:51:59+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2411601,-39.8128574,node/4585485739,node/4585485739,,,,,,,tree,,,2018/07/03 04:51:59+00,2,60364574,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2398723,-39.8133127,node/4585485740,node/4585485740,Valdivia,Avenida Alemania,park,Pseudotsuga,evergreen,needleleaved,tree,Pseudotsuga menziesii,Pino Oregón,2019/09/30 21:20:05+00,2,75120635,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2379802,-39.8143144,node/4585485741,node/4585485741,Valdivia,Avenida Alemania,park,Maytenus,evergreen,broadleaved,tree,Maytenus boaria,Maitén,2019/09/30 11:39:15+00,4,75095545,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2380348,-39.8144473,node/4585485742,node/4585485742,Valdivia,Chacabuco,park,Maytenus,evergreen,broadleaved,tree,Maytenus boaria,Maitén,2019/09/30 11:24:37+00,5,75094711,Awo,196556,,,,,,,,,Q1152753,es:Maytenus boaria,,,,,,,,,,,
-73.2379241,-39.8143718,node/4585485743,node/4585485743,Valdivia,Avenida Alemania,park,Maytenus,evergreen,broadleaved,tree,Maytenus boaria,Maitén,2019/09/30 11:39:15+00,5,75095545,Awo,196556,,,,,,,,,Q1152753,es:Maytenus boaria,,,,,,,,,,,
-73.2372614,-39.8147753,node/4585485744,node/4585485744,,,,,,,tree,,,2017/01/02 15:10:34+00,1,44847392,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2370207,-39.8150555,node/4585485745,node/4585485745,,,,,,,tree,,,2019/09/30 21:51:35+00,2,75121328,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2371556,-39.8149153,node/4585492973,node/4585492973,,,,,,,tree,,,2017/01/02 15:18:15+00,1,44847566,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2477112,-39.8125782,node/4585513784,node/4585513784,,,,,,,tree,,,2018/05/05 00:30:50+00,2,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2475835,-39.8125231,node/4585513785,node/4585513785,,,,,,,tree,,,2018/05/05 00:30:50+00,2,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2489342,-39.8151101,node/4585513980,node/4585513980,,,,,,,tree,,,2017/01/02 15:41:09+00,1,44848090,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2488642,-39.8148028,node/4585513981,node/4585513981,,,,,,,tree,,,2018/05/02 00:26:33+00,2,58599085,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2488769,-39.8146769,node/4585513982,node/4585513982,,,,,,,tree,,,2018/05/02 00:26:32+00,2,58599085,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2488039,-39.818291,node/4585513983,node/4585513983,,,,,,,tree,,,2017/01/02 15:41:09+00,1,44848090,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2488464,-39.8185355,node/4585513984,node/4585513984,,,,,,,tree,,,2017/01/02 15:41:09+00,1,44848090,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2461507,-39.8145631,node/4585775702,node/4585775702,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2461369,-39.814434,node/4585775703,node/4585775703,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2458868,-39.8139951,node/4585775704,node/4585775704,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.245696,-39.81415,node/4585775705,node/4585775705,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2459303,-39.8138804,node/4585775706,node/4585775706,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2455764,-39.8141075,node/4585775707,node/4585775707,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2456268,-39.8140179,node/4585775708,node/4585775708,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2455843,-39.8139503,node/4585775709,node/4585775709,,,,,,,tree,,,2017/01/02 18:45:30+00,1,44852491,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2374955,-39.8200155,node/4585895701,node/4585895701,,,,,,,tree,,,2019/03/11 14:59:00+00,2,68025631,emeyers,3978613,,,,,,,,,,,,,,,,,,,,,
-73.2395495,-39.8181541,node/4585895702,node/4585895702,,,,,,,tree,,,2017/01/02 20:08:03+00,1,44854511,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2429186,-39.8179565,node/4585940671,node/4585940671,Valdivia,Aníbal Pinto,avenue,Aesculus,deciduous,broadleaved,tree,Aesculus hippocastanum,Castaño de Indias,2018/08/27 21:47:24+00,4,62052702,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2471521,-39.8113643,node/4587260714,node/4587260714,Valdivia,Yungay,street,,,broadleaved,tree,,,2018/05/05 00:19:27+00,2,58694218,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.247522,-39.8115908,node/4587260715,node/4587260715,Valdivia,Avenida Arturo Prat,park,Betula,deciduous,broadleaved,tree,Betula pendula,Abedul,2018/05/05 00:30:49+00,3,58694283,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2463584,-39.810573,node/4587553504,node/4587553504,,,,,,,tree,,,2017/01/03 18:03:32+00,1,44877887,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2464255,-39.8105895,node/4587553505,node/4587553505,,,,,,,tree,,,2017/01/03 18:03:32+00,1,44877887,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2463571,-39.8105215,node/4587553506,node/4587553506,,,,,,,tree,,,2017/01/03 18:03:32+00,1,44877887,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2460353,-39.8107054,node/4587553510,node/4587553510,,,,,,,tree,,,2017/01/03 18:03:32+00,1,44877887,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2459644,-39.8107099,node/4587553511,node/4587553511,,,,,,,tree,,,2017/01/03 18:03:32+00,1,44877887,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2334428,-39.8449842,node/4587929989,node/4587929989,,,,,,,tree,,,2017/01/03 21:32:28+00,1,44883418,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.233756,-39.8449022,node/4587929990,node/4587929990,,,,,,,tree,,,2017/01/03 21:32:28+00,1,44883418,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2339179,-39.8448721,node/4587929991,node/4587929991,Valdivia,Avenida Circunvalación,urban,,evergreen,broadleaved,tree,,,2018/03/29 18:58:18+00,2,57642817,Awo,196556,,,,Q1107183,es:Nothofagus dombeyi,,,,,,,,,,,,,,,,
-73.2340693,-39.8448467,node/4587929992,node/4587929992,Valdivia,Avenida Circunvalación,urban,,evergreen,,tree,,,2018/03/29 18:58:18+00,2,57642817,Awo,196556,,,,Q1107183,es:Nothofagus dombeyi,,,,,,,,,,,,,,,,
-73.2328627,-39.845098,node/4587929993,node/4587929993,Valdivia,Avenida Circunvalación,avenue,Eucalyptus,,,tree,Eucaliptus sp.,,2019/08/06 17:54:00+00,6,73079019,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2317647,-39.8448949,node/4587929994,node/4587929994,,,,,,,tree,,,2019/05/26 03:47:40+00,2,70623183,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2305653,-39.8446844,node/4587929995,node/4587929995,,,,,,,tree,,,2019/05/26 03:47:40+00,2,70623183,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2306511,-39.8447003,node/4587929996,node/4587929996,,,,,,,tree,,,2019/05/26 03:47:40+00,2,70623183,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2308001,-39.8447276,node/4587929997,node/4587929997,,,,,,,tree,,,2019/05/26 03:47:40+00,2,70623183,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2318384,-39.845168,node/4587953589,node/4587953589,,,,,,,tree,,,2019/09/24 19:22:00+00,2,74874749,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2318062,-39.8460562,node/4587976347,node/4587976347,,,,,,,tree,,,2017/01/03 21:59:29+00,1,44884174,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2318598,-39.845823,node/4587976348,node/4587976348,,,,,,,tree,,,2019/10/11 05:06:45+00,2,75542516,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2318975,-39.8456875,node/4587976349,node/4587976349,,,,,,,tree,,,2017/01/03 21:59:29+00,1,44884174,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2319697,-39.8453822,node/4587976350,node/4587976350,,,,,,,tree,,,2017/01/03 21:59:29+00,1,44884174,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2319525,-39.8454391,node/4587976351,node/4587976351,,,,,,,tree,,,2017/01/03 21:59:29+00,1,44884174,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2319336,-39.8455329,node/4587976352,node/4587976352,,,,,,,tree,,,2017/01/03 21:59:29+00,1,44884174,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2315068,-39.8442753,node/4588171692,node/4588171692,Valdivia,Quetallo,park,Nothofagus,,broadleaved,tree,,,2018/06/24 04:23:18+00,3,60112325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2313367,-39.844242,node/4588171693,node/4588171693,Valdivia,Quetallo,park,,,,tree,,,2018/06/24 04:23:18+00,3,60112325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2311568,-39.8441847,node/4588171694,node/4588171694,,,,,,,tree,,,2017/01/03 23:59:57+00,1,44886429,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2311802,-39.8441096,node/4588171695,node/4588171695,Valdivia,Lepihue,park,,,,tree,,,2018/06/24 04:23:18+00,3,60112325,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2311699,-39.844148,node/4588171696,node/4588171696,,,,,,,tree,,,2017/12/25 16:13:47+00,2,54910796,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2317259,-39.8450918,node/4588309164,node/4588309164,,,,,,,tree,,,2019/09/24 19:22:00+00,2,74874749,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2316498,-39.8451407,node/4588309165,node/4588309165,,,,,,,tree,,,2019/09/24 19:22:00+00,2,74874749,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2317708,-39.8447124,node/4588314612,node/4588314612,,,,,,,tree,,,2017/01/04 01:58:06+00,1,44887634,Awo,196556,,,,,,,,,,,,,,,,,,,,,
-73.2318295,-39.8446662,node/4588314613,node/4588314613,,,,,,,tree,,,2017/01/04 01:58:06+00,1,44887634,Awo,196556,,,,,,,,,,,,,,,,,,,,,
